"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","conversion_rate","Sale_Amount","Ad_Date","Location","Device","Keyword"
"A2430","Data Analytics Course",158.0,4953.0,243.07,20.0,8.0,0.051,1955,"2024-11-04","Hyderabad","tablet","learn data analytics"
"A2431","Data Analytics Course",102.0,3784.0,219.45,13.0,9.0,0.045,1967,"2024-11-20","Hyderabad","desktop","data analytics course"
"A2433","Data Analytics Course",198.0,5860.0,185.25,24.0,9.0,0.041,1950,"2024-11-01","Hyderabad","tablet","data analytics training"
"A2434","Data Analytics Course",174.0,4169.0,189.36,23.0,8.0,0.046,1110,"2024-11-14","Hyderabad","tablet","data analytics course"
"A2435","Data Analytics Course",193.0,5831.0,0.0,24.0,5.0,0.0,1265,"2024-11-14","Hyderabad","mobile","online data analytics"
"A2437","Data Analytics Course",147.0,5793.0,240.32,25.0,5.0,0.049,1645,"2024-11-27","Hyderabad","tablet","data analytics course"
"A2438","Data Analytics Course",179.0,3338.0,218.33,30.0,7.0,0.039,0,"2024-11-24","Hyderabad","desktop","data analytics online"
"A2439","Data Analytics Course",194.0,4297.0,237.87,22.0,3.0,0.0,1739,"2024-11-29","Hyderabad","desktop","data analytics course"
"A2440","Data Analytics Course",112.0,3961.0,214.45,13.0,7.0,0.0,1594,"2024-11-17","Hyderabad","desktop","analytics for data"
"A2441","Data Analytics Course",88.0,5063.0,195.2,22.0,3.0,0.034,1460,"2024-11-20","Hyderabad","mobile","analytics for data"
"A2442","Data Analytics Course",172.0,5635.0,200.16,21.0,7.0,0.036,1727,"2024-11-14","Hyderabad","mobile","data analytics online"
"A2443","Data Analytics Course",81.0,4404.0,239.62,11.0,4.0,0.035,1814,"2024-11-21","Hyderabad","mobile","data analytics course"
"A2444","Data Analytics Course",142.0,4312.0,213.54,21.0,7.0,0.049,1666,"2024-11-20","Hyderabad","desktop","learn data analytics"
"A2445","Data Analytics Course",111.0,3302.0,193.18,30.0,10.0,0.0,1783,"2024-11-19","Hyderabad","mobile","analytics for data"
"A2446","Data Analytics Course",81.0,3575.0,192.71,27.0,4.0,0.049,1158,"2024-11-11","Hyderabad","tablet","online data analytics"
"A2447","Data Analytics Course",112.0,5055.0,213.36,26.0,5.0,0.058,1959,"2024-11-29","Hyderabad","desktop","data analytics training"
"A2448","Data Analytics Course",101.0,5415.0,236.41,13.0,10.0,0.039,1832,"2024-11-15","Hyderabad","tablet","learn data analytics"
"A2449","Data Analytics Course",166.0,3118.0,212.46,25.0,7.0,0.042,1813,"2024-11-14","Hyderabad","tablet","online data analytics"
"A2452","Data Analytics Course",126.0,5250.0,239.73,30.0,4.0,0.032,1070,"2024-11-23","Hyderabad","tablet","analytics for data"
"A2453","Data Analytics Course",119.0,4405.0,233.66,25.0,3.0,0.039,1407,"2024-11-12","Hyderabad","desktop","data analytics course"
"A2454","Data Analytics Course",189.0,5060.0,236.54,26.0,7.0,0.043,1877,"2024-11-10","Hyderabad","mobile","data analytics training"
"A2455","Data Analytics Course",167.0,3296.0,246.85,29.0,8.0,0.048,1723,"2024-11-17","Hyderabad","desktop","data analytics online"
"A2456","Data Analytics Course",198.0,3499.0,209.74,30.0,9.0,0.04,1893,"2024-11-25","Hyderabad","desktop","data analytics course"
"A2457","Data Analytics Course",95.0,3449.0,184.55,10.0,10.0,0.041,1601,"2024-11-16","Hyderabad","mobile","analytics for data"
"A2458","Data Analytics Course",181.0,3738.0,206.61,16.0,9.0,0.05,1868,"2024-11-09","Hyderabad","mobile","online data analytics"
"A2459","Data Analytics Course",105.0,4236.0,180.2,12.0,7.0,0.067,0,"2024-11-24","Hyderabad","mobile","learn data analytics"
"A2460","Data Analytics Course",178.0,5751.0,205.34,24.0,10.0,0.0,1903,"2024-11-20","Hyderabad","desktop","data analytics course"
"A2461","Data Analytics Course",127.0,5050.0,184.77,28.0,9.0,0.071,1906,"2024-11-02","Hyderabad","desktop","data analytics online"
"A2462","Data Analytics Course",198.0,4773.0,202.54,17.0,10.0,0.0,1082,"2024-11-19","Hyderabad","mobile","data analytics online"
"A2463","Data Analytics Course",86.0,5652.0,249.13,25.0,7.0,0.081,1981,"2024-11-06","Hyderabad","mobile","data analytics training"
"A2465","Data Analytics Course",191.0,5070.0,247.41,12.0,4.0,0.0,1266,"2024-11-25","Hyderabad","mobile","analytics for data"
"A2466","Data Analytics Course",139.0,5879.0,197.9,24.0,4.0,0.029,1476,"2024-11-05","Hyderabad","mobile","data analytics course"
"A2467","Data Analytics Course",197.0,3620.0,235.19,18.0,7.0,0.036,1740,"2024-11-01","Hyderabad","mobile","online data analytics"
"A2468","Data Analytics Course",116.0,4250.0,216.66,10.0,9.0,0.078,1877,"2024-11-02","Hyderabad","mobile","data analytics training"
"A2469","Data Analytics Course",192.0,4850.0,235.42,22.0,10.0,0.052,1124,"2024-11-14","Hyderabad","desktop","analytics for data"
"A2470","Data Analytics Course",118.0,3815.0,185.78,16.0,4.0,0.0,1093,"2024-11-17","Hyderabad","desktop","data analytics online"
"A2471","Data Analytics Course",172.0,5741.0,198.44,14.0,4.0,0.023,1755,"2024-11-11","Hyderabad","desktop","analytics for data"
"A2472","Data Analytics Course",174.0,4272.0,240.77,16.0,7.0,0.041,1004,"2024-11-23","Hyderabad","desktop","learn data analytics"
"A2473","Data Analytics Course",175.0,4974.0,182.22,21.0,5.0,0.0,1300,"2024-11-23","Hyderabad","mobile","learn data analytics"
"A2476","Data Analytics Course",103.0,4670.0,203.4,21.0,4.0,0.0,1562,"2024-11-25","Hyderabad","mobile","analytics for data"
"A2479","Data Analytics Course",109.0,3933.0,189.73,11.0,4.0,0.0,1700,"2024-11-07","Hyderabad","desktop","data analytics online"
"A2480","Data Analytics Course",118.0,4360.0,232.09,10.0,9.0,0.076,1252,"2024-11-13","Hyderabad","desktop","data analytics training"
"A2481","Data Analytics Course",164.0,5120.0,185.69,10.0,5.0,0.031,1597,"2024-11-23","Hyderabad","tablet","analytics for data"
"A2482","Data Analytics Course",166.0,3887.0,192.0,24.0,9.0,0.054,1890,"2024-11-13","Hyderabad","tablet","data analytics course"
"A2483","Data Analytics Course",88.0,3909.0,189.57,30.0,10.0,0.114,1750,"2024-11-29","Hyderabad","desktop","data analytics training"
"A2484","Data Analytics Course",125.0,3017.0,232.51,14.0,7.0,0.0,1510,"2024-11-08","Hyderabad","tablet","data analytics training"
"A2486","Data Analytics Course",151.0,3992.0,212.42,10.0,9.0,0.06,1890,"2024-11-26","Hyderabad","tablet","learn data analytics"
"A2487","Data Analytics Course",182.0,3554.0,181.74,18.0,4.0,0.022,1933,"2024-11-02","Hyderabad","tablet","learn data analytics"
"A2488","Data Analytics Course",84.0,4051.0,196.83,21.0,4.0,0.048,1094,"2024-11-14","Hyderabad","mobile","online data analytics"
"A2489","Data Analytics Course",127.0,3541.0,239.47,16.0,10.0,0.079,1474,"2024-11-25","Hyderabad","tablet","data analytics training"
"A2490","Data Analytics Course",104.0,5878.0,228.79,21.0,3.0,0.05,1101,"2024-11-05","Hyderabad","mobile","data analytics course"
"A2491","Data Analytics Course",161.0,4611.0,228.34,26.0,7.0,0.043,1473,"2024-11-25","Hyderabad","tablet","data analytics online"
"A2492","Data Analytics Course",141.0,4764.0,187.72,28.0,4.0,0.028,1428,"2024-11-16","Hyderabad","mobile","analytics for data"
"A2493","Data Analytics Course",186.0,4603.0,191.84,26.0,9.0,0.047,1918,"2024-11-07","Hyderabad","desktop","learn data analytics"
"A2495","Data Analytics Course",124.0,5212.0,190.83,13.0,6.0,0.048,1399,"2024-11-07","Hyderabad","desktop","data analytics course"
"A2496","Data Analytics Course",97.0,5285.0,249.65,12.0,7.0,0.051,1411,"2024-11-27","Hyderabad","desktop","data analytics training"
"A2497","Data Analytics Course",111.0,3177.0,224.51,18.0,8.0,0.0,1946,"2024-11-25","Hyderabad","desktop","learn data analytics"
"A2498","Data Analytics Course",93.0,5571.0,185.71,12.0,7.0,0.075,1630,"2024-11-21","Hyderabad","tablet","online data analytics"
"A2499","Data Analytics Course",92.0,3237.0,245.48,15.0,6.0,0.065,0,"2024-11-19","Hyderabad","desktop","data analytics online"
"A2500","Data Analytics Course",138.0,5314.0,198.39,17.0,10.0,0.072,1250,"2024-11-20","Hyderabad","desktop","online data analytics"
"A2501","Data Analytics Course",129.0,4452.0,196.06,10.0,9.0,0.053,1069,"2024-11-13","Hyderabad","tablet","learn data analytics"
"A2502","Data Analytics Course",183.0,3920.0,235.79,20.0,7.0,0.038,1238,"2024-11-17","Hyderabad","mobile","data analytics training"
"A2503","Data Analytics Course",154.0,4603.0,214.0,20.0,3.0,0.019,1709,"2024-11-18","Hyderabad","tablet","data analytics course"
"A2504","Data Analytics Course",95.0,4938.0,204.5,12.0,6.0,0.046,1494,"2024-11-18","Hyderabad","tablet","data analytics training"
"A2505","Data Analytics Course",173.0,5291.0,0.0,23.0,8.0,0.0,1557,"2024-11-13","Hyderabad","mobile","data analytics online"
"A2506","Data Analytics Course",112.0,4072.0,211.56,17.0,10.0,0.089,1229,"2024-11-01","Hyderabad","desktop","analytics for data"
"A2507","Data Analytics Course",170.0,5953.0,186.11,25.0,8.0,0.0,1080,"2024-11-26","Hyderabad","mobile","data analytics online"
"A2509","Data Analytics Course",113.0,3104.0,230.92,28.0,9.0,0.08,1422,"2024-11-27","Hyderabad","tablet","data analytics course"
"A2510","Data Analytics Course",145.0,4882.0,217.25,22.0,3.0,0.021,1814,"2024-11-19","Hyderabad","mobile","analytics for data"
"A2511","Data Analytics Course",83.0,3212.0,243.86,25.0,4.0,0.048,1612,"2024-11-19","Hyderabad","mobile","data analytics course"
"A2512","Data Analytics Course",90.0,4973.0,181.04,23.0,5.0,0.056,1039,"2024-11-03","Hyderabad","desktop","online data analytics"
"A2513","Data Analytics Course",140.0,5227.0,222.57,27.0,3.0,0.021,1527,"2024-11-18","Hyderabad","desktop","learn data analytics"
"A2514","Data Analytics Course",111.0,5434.0,181.05,10.0,5.0,0.045,1627,"2024-11-23","Hyderabad","mobile","data analytics training"
"A2515","Data Analytics Course",105.0,3300.0,180.25,22.0,10.0,0.095,1640,"2024-11-21","Hyderabad","mobile","online data analytics"
"A2516","Data Analytics Course",181.0,4857.0,215.59,13.0,8.0,0.044,1883,"2024-11-23","Hyderabad","desktop","learn data analytics"
"A2517","Data Analytics Course",189.0,4019.0,248.09,16.0,6.0,0.045,1378,"2024-11-30","Hyderabad","tablet","online data analytics"
"A2518","Data Analytics Course",138.0,5495.0,220.69,19.0,5.0,0.036,1624,"2024-11-04","Hyderabad","tablet","online data analytics"
"A2519","Data Analytics Course",178.0,5218.0,208.92,20.0,7.0,0.039,1714,"2024-11-25","Hyderabad","mobile","analytics for data"
"A2520","Data Analytics Course",155.0,5996.0,247.54,15.0,5.0,0.032,1883,"2024-11-27","Hyderabad","mobile","analytics for data"
"A2521","Data Analytics Course",168.0,4932.0,198.95,16.0,7.0,0.052,1301,"2024-11-19","Hyderabad","desktop","data analytics training"
"A2522","Data Analytics Course",152.0,4498.0,233.81,30.0,6.0,0.039,1090,"2024-11-25","Hyderabad","desktop","data analytics online"
"A2523","Data Analytics Course",111.0,4164.0,191.04,18.0,9.0,0.0,1687,"2024-11-21","Hyderabad","tablet","data analytics training"
"A2524","Data Analytics Course",141.0,4329.0,230.44,14.0,6.0,0.043,1610,"2024-11-07","Hyderabad","mobile","learn data analytics"
"A2525","Data Analytics Course",97.0,5764.0,246.15,30.0,7.0,0.0,1345,"2024-11-18","Hyderabad","mobile","analytics for data"
"A2526","Data Analytics Course",82.0,5430.0,205.46,18.0,5.0,0.061,1435,"2024-11-30","Hyderabad","mobile","online data analytics"
"A2527","Data Analytics Course",164.0,5179.0,206.72,18.0,9.0,0.055,1213,"2024-11-27","Hyderabad","tablet","data analytics course"
"A2528","Data Analytics Course",109.0,5707.0,246.86,22.0,4.0,0.034,1980,"2024-11-19","Hyderabad","tablet","data analytics online"
"A2530","Data Analytics Course",175.0,5718.0,225.4,19.0,6.0,0.057,1001,"2024-11-12","Hyderabad","tablet","analytics for data"
"A2531","Data Analytics Course",96.0,5075.0,221.28,25.0,3.0,0.038,1937,"2024-11-23","Hyderabad","desktop","learn data analytics"
"A2532","Data Analytics Course",113.0,4473.0,202.3,17.0,5.0,0.044,1049,"2024-11-08","Hyderabad","tablet","online data analytics"
"A2533","Data Analytics Course",96.0,3979.0,232.44,27.0,7.0,0.0,1140,"2024-11-30","Hyderabad","mobile","learn data analytics"
"A2534","Data Analytics Course",162.0,5688.0,190.31,17.0,5.0,0.031,1556,"2024-11-25","Hyderabad","tablet","data analytics course"
"A2535","Data Analytics Course",125.0,3546.0,234.02,23.0,10.0,0.0,1072,"2024-11-27","Hyderabad","desktop","analytics for data"
"A2536","Data Analytics Course",89.0,4188.0,206.71,16.0,4.0,0.045,1382,"2024-11-01","Hyderabad","tablet","online data analytics"
"A2537","Data Analytics Course",99.0,4134.0,234.04,18.0,3.0,0.03,1683,"2024-11-30","Hyderabad","desktop","learn data analytics"
"A2538","Data Analytics Course",91.0,4710.0,199.18,21.0,9.0,0.099,1431,"2024-11-10","Hyderabad","tablet","data analytics course"
"A2539","Data Analytics Course",141.0,4654.0,192.19,21.0,6.0,0.043,1932,"2024-11-25","Hyderabad","mobile","analytics for data"
"A2540","Data Analytics Course",110.0,5509.0,245.38,13.0,8.0,0.048,1539,"2024-11-10","Hyderabad","mobile","learn data analytics"
"A2542","Data Analytics Course",85.0,4653.0,196.73,23.0,6.0,0.071,1032,"2024-11-13","Hyderabad","mobile","data analytics course"
"A2543","Data Analytics Course",151.0,5389.0,227.07,18.0,10.0,0.057,1318,"2024-11-20","Hyderabad","desktop","data analytics training"
"A2544","Data Analytics Course",139.0,5290.0,208.43,28.0,4.0,0.051,1022,"2024-11-20","Hyderabad","tablet","data analytics online"
"A2546","Data Analytics Course",109.0,4444.0,219.46,12.0,9.0,0.083,1159,"2024-11-28","Hyderabad","mobile","data analytics training"
"A2547","Data Analytics Course",145.0,3509.0,181.11,19.0,10.0,0.048,1627,"2024-11-22","Hyderabad","mobile","online data analytics"
"A2548","Data Analytics Course",151.0,4675.0,183.02,14.0,7.0,0.046,1000,"2024-11-10","Hyderabad","mobile","analytics for data"
"A2549","Data Analytics Course",108.0,5869.0,226.93,16.0,7.0,0.065,1633,"2024-11-03","Hyderabad","desktop","analytics for data"
"A2550","Data Analytics Course",166.0,3992.0,205.9,15.0,8.0,0.048,1899,"2024-11-05","Hyderabad","desktop","analytics for data"
"A2551","Data Analytics Course",134.0,4172.0,191.8,26.0,5.0,0.037,1170,"2024-11-18","Hyderabad","tablet","online data analytics"
"A2552","Data Analytics Course",104.0,5926.0,224.63,17.0,8.0,0.0,1239,"2024-11-24","Hyderabad","mobile","learn data analytics"
"A2554","Data Analytics Course",160.0,5664.0,210.58,16.0,9.0,0.0,1836,"2024-11-07","Hyderabad","mobile","data analytics training"
"A2555","Data Analytics Course",147.0,5930.0,248.18,22.0,10.0,0.068,1743,"2024-11-15","Hyderabad","desktop","analytics for data"
"A2556","Data Analytics Course",196.0,3656.0,240.44,15.0,6.0,0.052,1894,"2024-11-03","Hyderabad","tablet","analytics for data"
"A2557","Data Analytics Course",159.0,5078.0,182.57,30.0,8.0,0.05,1541,"2024-11-09","Hyderabad","mobile","data analytics course"
"A2558","Data Analytics Course",104.0,5257.0,220.44,17.0,7.0,0.052,1462,"2024-11-27","Hyderabad","mobile","data analytics online"
"A2559","Data Analytics Course",135.0,5582.0,209.14,28.0,5.0,0.037,1912,"2024-11-25","Hyderabad","tablet","online data analytics"
"A2561","Data Analytics Course",136.0,3657.0,236.19,12.0,5.0,0.037,1425,"2024-11-06","Hyderabad","mobile","online data analytics"
"A2563","Data Analytics Course",91.0,5017.0,239.34,15.0,5.0,0.055,0,"2024-11-02","Hyderabad","tablet","analytics for data"
"A2564","Data Analytics Course",181.0,5343.0,244.02,30.0,9.0,0.038,1639,"2024-11-26","Hyderabad","mobile","learn data analytics"
"A2566","Data Analytics Course",80.0,5756.0,205.38,16.0,4.0,0.05,1778,"2024-11-20","Hyderabad","desktop","online data analytics"
"A2567","Data Analytics Course",155.0,5696.0,236.44,13.0,3.0,0.019,1207,"2024-11-23","Hyderabad","mobile","data analytics online"
"A2568","Data Analytics Course",114.0,5683.0,214.42,20.0,8.0,0.07,1474,"2024-11-08","Hyderabad","mobile","learn data analytics"
"A2569","Data Analytics Course",98.0,4669.0,205.72,16.0,6.0,0.061,1767,"2024-11-30","Hyderabad","desktop","analytics for data"
"A2570","Data Analytics Course",125.0,3807.0,234.92,11.0,6.0,0.048,0,"2024-11-29","Hyderabad","mobile","online data analytics"
"A2571","Data Analytics Course",160.0,3163.0,238.95,20.0,8.0,0.05,1569,"2024-11-26","Hyderabad","desktop","online data analytics"
"A2572","Data Analytics Course",175.0,3732.0,231.25,16.0,10.0,0.057,1014,"2024-11-15","Hyderabad","mobile","learn data analytics"
"A2573","Data Analytics Course",123.0,3860.0,224.63,24.0,8.0,0.065,1800,"2024-11-15","Hyderabad","desktop","analytics for data"
"A2574","Data Analytics Course",106.0,3196.0,212.12,15.0,6.0,0.0,1314,"2024-11-23","Hyderabad","tablet","analytics for data"
"A2576","Data Analytics Course",185.0,5121.0,215.46,12.0,9.0,0.049,1724,"2024-11-02","Hyderabad","mobile","data analytics course"
"A2577","Data Analytics Course",139.0,5610.0,239.44,17.0,6.0,0.043,1548,"2024-11-14","Hyderabad","tablet","online data analytics"
"A2578","Data Analytics Course",174.0,3890.0,186.04,28.0,7.0,0.04,1793,"2024-11-21","Hyderabad","tablet","online data analytics"
"A2579","Data Analytics Course",157.0,4671.0,248.17,14.0,7.0,0.045,1247,"2024-11-03","Hyderabad","mobile","data analytics training"
"A2580","Data Analytics Course",160.0,5438.0,197.5,16.0,6.0,0.037,1752,"2024-11-03","Hyderabad","tablet","data analytics course"
"A2582","Data Analytics Course",144.0,5301.0,195.83,12.0,3.0,0.0,1654,"2024-11-27","Hyderabad","tablet","data analytics online"
"A2583","Data Analytics Course",187.0,3722.0,182.43,27.0,7.0,0.037,1613,"2024-11-20","Hyderabad","mobile","data analytics training"
"A2584","Data Analytics Course",139.0,3944.0,0.0,29.0,3.0,0.022,1863,"2024-11-04","Hyderabad","tablet","analytics for data"
"A2585","Data Analytics Course",194.0,5123.0,180.01,27.0,5.0,0.036,1978,"2024-11-05","Hyderabad","mobile","learn data analytics"
"A2586","Data Analytics Course",157.0,4127.0,200.44,30.0,8.0,0.058,1044,"2024-11-15","Hyderabad","desktop","data analytics training"
"A2587","Data Analytics Course",112.0,4944.0,233.83,19.0,4.0,0.036,1296,"2024-11-27","Hyderabad","tablet","data analytics training"
"A2588","Data Analytics Course",82.0,4534.0,203.89,10.0,6.0,0.073,1589,"2024-11-26","Hyderabad","tablet","online data analytics"
"A2589","Data Analytics Course",152.0,5894.0,219.23,14.0,5.0,0.033,1641,"2024-11-13","Hyderabad","mobile","data analytics training"
"A2590","Data Analytics Course",81.0,5545.0,212.89,11.0,5.0,0.062,1818,"2024-11-15","Hyderabad","mobile","data analytics online"
"A2591","Data Analytics Course",84.0,5573.0,0.0,23.0,6.0,0.071,1656,"2024-11-12","Hyderabad","desktop","online data analytics"
"A2592","Data Analytics Course",117.0,3039.0,223.72,27.0,8.0,0.068,1340,"2024-11-14","Hyderabad","mobile","data analytics training"
"A2593","Data Analytics Course",82.0,3556.0,0.0,16.0,5.0,0.061,1331,"2024-11-17","Hyderabad","mobile","data analytics online"
"A2594","Data Analytics Course",192.0,4920.0,192.15,18.0,10.0,0.052,1665,"2024-11-09","Hyderabad","mobile","data analytics online"
"A2595","Data Analytics Course",131.0,3187.0,234.53,24.0,10.0,0.0,1656,"2024-11-07","Hyderabad","mobile","data analytics course"
"A2596","Data Analytics Course",177.0,3238.0,189.61,29.0,7.0,0.05,1925,"2024-11-27","Hyderabad","tablet","data analytics online"
"A2598","Data Analytics Course",147.0,4507.0,190.42,27.0,8.0,0.054,1073,"2024-11-05","Hyderabad","desktop","learn data analytics"
"A2601","Data Analytics Course",160.0,3711.0,214.41,10.0,6.0,0.037,1550,"2024-11-07","Hyderabad","mobile","analytics for data"
"A2602","Data Analytics Course",172.0,4841.0,234.94,28.0,8.0,0.0,1258,"2024-11-12","Hyderabad","desktop","analytics for data"
"A2603","Data Analytics Course",95.0,5411.0,182.58,13.0,4.0,0.042,1111,"2024-11-30","Hyderabad","tablet","data analytics training"
"A2604","Data Analytics Course",111.0,3520.0,237.4,13.0,3.0,0.027,1395,"2024-11-19","Hyderabad","mobile","online data analytics"
"A2605","Data Analytics Course",171.0,3460.0,184.14,27.0,9.0,0.053,1565,"2024-11-16","Hyderabad","tablet","data analytics online"
"A2606","Data Analytics Course",145.0,5875.0,221.0,14.0,7.0,0.048,1230,"2024-11-24","Hyderabad","desktop","learn data analytics"
"A2607","Data Analytics Course",118.0,3404.0,183.15,27.0,7.0,0.059,1489,"2024-11-21","Hyderabad","tablet","learn data analytics"
"A2608","Data Analytics Course",171.0,3567.0,233.32,27.0,4.0,0.0,1271,"2024-11-05","Hyderabad","desktop","analytics for data"
"A2609","Data Analytics Course",108.0,3628.0,185.68,24.0,8.0,0.074,1682,"2024-11-19","Hyderabad","tablet","learn data analytics"
"A2610","Data Analytics Course",100.0,4994.0,206.32,21.0,7.0,0.04,1673,"2024-11-20","Hyderabad","tablet","learn data analytics"
"A2611","Data Analytics Course",138.0,5758.0,193.53,14.0,4.0,0.029,1902,"2024-11-15","Hyderabad","tablet","analytics for data"
"A2612","Data Analytics Course",88.0,3382.0,198.62,25.0,9.0,0.102,1599,"2024-11-10","Hyderabad","desktop","data analytics training"
"A2613","Data Analytics Course",125.0,3652.0,186.61,29.0,10.0,0.08,1017,"2024-11-29","Hyderabad","mobile","learn data analytics"
"A2614","Data Analytics Course",169.0,4120.0,215.75,27.0,5.0,0.03,1362,"2024-11-19","Hyderabad","mobile","analytics for data"
"A2615","Data Analytics Course",169.0,3142.0,236.79,18.0,7.0,0.041,0,"2024-11-06","Hyderabad","mobile","data analytics online"
"A2616","Data Analytics Course",149.0,5726.0,235.72,17.0,7.0,0.047,1902,"2024-11-11","Hyderabad","mobile","data analytics online"
"A2617","Data Analytics Course",99.0,5938.0,183.49,30.0,3.0,0.03,1487,"2024-11-18","Hyderabad","mobile","data analytics online"
"A2618","Data Analytics Course",177.0,3567.0,214.71,28.0,5.0,0.028,1001,"2024-11-11","Hyderabad","tablet","analytics for data"
"A2620","Data Analytics Course",94.0,5094.0,0.0,24.0,3.0,0.0,1974,"2024-11-09","Hyderabad","desktop","online data analytics"
"A2621","Data Analytics Course",191.0,3337.0,231.0,29.0,6.0,0.031,1424,"2024-11-18","Hyderabad","tablet","data analytics course"
"A2624","Data Analytics Course",125.0,4300.0,221.37,16.0,10.0,0.08,1066,"2024-11-27","Hyderabad","tablet","data analytics course"
"A2625","Data Analytics Course",105.0,4094.0,183.47,11.0,6.0,0.0,1817,"2024-11-25","Hyderabad","mobile","online data analytics"
"A2626","Data Analytics Course",84.0,4263.0,234.62,29.0,9.0,0.107,1599,"2024-11-18","Hyderabad","mobile","learn data analytics"
"A2627","Data Analytics Course",114.0,3472.0,242.89,16.0,10.0,0.0,1642,"2024-11-28","Hyderabad","tablet","analytics for data"
"A2628","Data Analytics Course",129.0,4411.0,180.17,28.0,5.0,0.039,1173,"2024-11-10","Hyderabad","desktop","data analytics online"
"A2630","Data Analytics Course",120.0,5915.0,241.95,26.0,3.0,0.0,1253,"2024-11-25","Hyderabad","desktop","analytics for data"
"A2631","Data Analytics Course",99.0,4111.0,192.09,14.0,5.0,0.0,1497,"2024-11-19","Hyderabad","mobile","analytics for data"
"A2632","Data Analytics Course",180.0,3305.0,187.59,14.0,10.0,0.056,0,"2024-11-19","Hyderabad","desktop","data analytics online"
"A2633","Data Analytics Course",154.0,3510.0,211.16,26.0,10.0,0.065,1167,"2024-11-14","Hyderabad","tablet","online data analytics"
"A2634","Data Analytics Course",89.0,3265.0,234.51,29.0,8.0,0.09,0,"2024-11-28","Hyderabad","tablet","data analytics course"
"A2635","Data Analytics Course",136.0,5977.0,249.89,15.0,9.0,0.066,1477,"2024-11-28","Hyderabad","tablet","analytics for data"
"A2636","Data Analytics Course",177.0,5409.0,181.75,19.0,4.0,0.0,1793,"2024-11-03","Hyderabad","tablet","data analytics course"
"A2638","Data Analytics Course",152.0,5421.0,248.08,16.0,6.0,0.035,1752,"2024-11-27","Hyderabad","mobile","analytics for data"
"A2639","Data Analytics Course",187.0,5181.0,227.15,18.0,10.0,0.0,1516,"2024-11-25","Hyderabad","tablet","data analytics training"
"A2640","Data Analytics Course",91.0,5484.0,198.25,16.0,6.0,0.066,1981,"2024-11-20","Hyderabad","mobile","data analytics training"
"A2641","Data Analytics Course",180.0,5545.0,238.85,30.0,10.0,0.056,1971,"2024-11-24","Hyderabad","desktop","data analytics course"
"A2642","Data Analytics Course",122.0,4295.0,0.0,24.0,6.0,0.049,1349,"2024-11-10","Hyderabad","desktop","data analytics course"
"A2644","Data Analytics Course",157.0,4111.0,208.46,27.0,8.0,0.0,1187,"2024-11-05","Hyderabad","tablet","data analytics training"
"A2645","Data Analytics Course",178.0,5640.0,195.8,25.0,4.0,0.022,1807,"2024-11-22","Hyderabad","mobile","data analytics online"
"A2646","Data Analytics Course",94.0,3805.0,198.19,12.0,8.0,0.085,1523,"2024-11-10","Hyderabad","tablet","data analytics course"
"A2647","Data Analytics Course",130.0,4561.0,196.04,25.0,9.0,0.069,1388,"2024-11-18","Hyderabad","desktop","analytics for data"
"A2648","Data Analytics Course",169.0,5865.0,200.36,19.0,5.0,0.03,1482,"2024-11-30","Hyderabad","mobile","online data analytics"
"A2649","Data Analytics Course",176.0,5275.0,241.12,14.0,8.0,0.0,1995,"2024-11-15","Hyderabad","mobile","data analytics online"
"A2650","Data Analytics Course",143.0,4964.0,207.66,21.0,10.0,0.07,1619,"2024-11-13","Hyderabad","tablet","analytics for data"
"A2651","Data Analytics Course",153.0,5292.0,225.98,21.0,9.0,0.059,1223,"2024-11-10","Hyderabad","mobile","data analytics course"
"A2652","Data Analytics Course",96.0,5568.0,210.99,19.0,10.0,0.104,1317,"2024-11-21","Hyderabad","desktop","learn data analytics"
"A2653","Data Analytics Course",96.0,4849.0,198.41,13.0,5.0,0.052,1198,"2024-11-27","Hyderabad","mobile","online data analytics"
"A2654","Data Analytics Course",172.0,4128.0,0.0,12.0,7.0,0.041,1070,"2024-11-17","Hyderabad","tablet","learn data analytics"
"A2655","Data Analytics Course",197.0,4645.0,219.15,24.0,5.0,0.025,1911,"2024-11-30","Hyderabad","mobile","online data analytics"
"A2656","Data Analytics Course",191.0,5706.0,249.69,25.0,6.0,0.031,1821,"2024-11-16","Hyderabad","desktop","data analytics online"
"A2657","Data Analytics Course",167.0,3438.0,235.2,10.0,7.0,0.0,1229,"2024-11-17","Hyderabad","desktop","data analytics online"
"A2658","Data Analytics Course",191.0,3610.0,217.44,27.0,6.0,0.031,1890,"2024-11-23","Hyderabad","tablet","analytics for data"
"A2659","Data Analytics Course",90.0,3828.0,238.12,21.0,6.0,0.06,1505,"2024-11-21","Hyderabad","desktop","data analytics online"
"A2661","Data Analytics Course",188.0,4300.0,226.13,28.0,7.0,0.0,1185,"2024-11-14","Hyderabad","mobile","online data analytics"
"A2662","Data Analytics Course",173.0,3829.0,221.28,29.0,4.0,0.023,1417,"2024-11-25","Hyderabad","desktop","learn data analytics"
"A2663","Data Analytics Course",107.0,4165.0,192.18,21.0,10.0,0.093,1754,"2024-11-29","Hyderabad","mobile","learn data analytics"
"A2664","Data Analytics Course",171.0,5953.0,230.37,14.0,7.0,0.048,1436,"2024-11-17","Hyderabad","tablet","analytics for data"
